domainID,siteID,plotID,trapID,collectDate,sampleID,taxonID,scientificName
D10,CPER,CPER_004,W,8/14/2014,CPER_004.20140814.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_002,E,8/14/2014,CPER_002.20140814.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_002,W,8/14/2014,CPER_002.W.20140814,CICPUN,Cicindela punctulata
D10,CPER,CPER_001,E,8/14/2014,CPER_001.20140814.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_003,S,8/14/2014,CPER_003.20140814.E,EURGRO,Euryderus grossus
D10,CPER,CPER_003,S,8/14/2014,CPER_003.S.20140814,CICPUN,Cicindela punctulata
D10,CPER,CPER_003,E,8/14/2014,CPER_003.20140814.E,EURGRO,Euryderus grossus
D10,CPER,CPER_003,N,8/14/2014,CPER_003.20140814.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_003,N,8/14/2014,CPER_003.N.20140814,CRADUB,Cratacanthus dubius
D10,CPER,CPER_003,E,8/14/2014,CPER_003.E.20140814,CICPUN,Cicindela punctulata
D10,CPER,CPER_003,W,8/14/2014,CPER_003.20140814.E,EURGRO,Euryderus grossus
D10,CPER,CPER_003,S,8/14/2014,CPER_003.20140814.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_003,N,8/14/2014,CPER_003.N.20140814,CICPUN,Cicindela punctulata
D10,CPER,CPER_003,N,8/28/2014,CPER_003.20140828.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_006,E,8/28/2014,CPER_006.20140828.C,CRADUB,Cratacanthus dubius
D10,CPER,CPER_006,W,8/28/2014,CPER_006.20140828.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_005,S,8/28/2014,CPER_005.S.20140828,EURGRO,Euryderus grossus
D10,CPER,CPER_005,N,8/28/2014,CPER_005.N.20140828,CRADUB,Cratacanthus dubius
D10,CPER,CPER_005,N,8/28/2014,CPER_005.N.20140828,CICPUN,Cicindela punctulata
D10,CPER,CPER_005,W,8/28/2014,CPER_005.20140828.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_005,E,8/28/2014,CPER_005.20140828.C,CRADUB,Cratacanthus dubius
D10,CPER,CPER_005,E,8/28/2014,CPER_005.20140828.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_010,S,8/28/2014,CPER_010.20140828.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_009,W,8/28/2014,CPER_009.20140828.C,CRADUB,Cratacanthus dubius
D10,CPER,CPER_009,S,8/28/2014,CPER_009.S.20140828,CRADUB,Cratacanthus dubius
D10,CPER,CPER_007,S,8/28/2014,CPER_007.20140828.E,EURGRO,Euryderus grossus
D10,CPER,CPER_007,W,8/28/2014,CPER_007.20140828.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_008,E,8/28/2014,CPER_008.20140828.C,CRADUB,Cratacanthus dubius
D10,CPER,CPER_008,N,8/28/2014,CPER_008.N.20140828,CRADUB,Cratacanthus dubius
D10,CPER,CPER_008,S,8/28/2014,CPER_008.20140828.C,CRADUB,Cratacanthus dubius
D10,CPER,CPER_004,W,8/28/2014,CPER_004.20140828.C,CRADUB,Cratacanthus dubius
D10,CPER,CPER_002,W,8/28/2014,CPER_002.W.20140828,CICPUN,Cicindela punctulata
D10,CPER,CPER_002,N,8/28/2014,CPER_002.N.20140828,PASELO,Pasimachus elongatus
D10,CPER,CPER_003,S,8/28/2014,CPER_003.20140828.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_003,N,8/28/2014,CPER_003.N.20140828,EURGRO,Euryderus grossus
D10,CPER,CPER_003,W,8/28/2014,CPER_003.20140828.P,PASELO,Pasimachus elongatus
D10,CPER,CPER_003,W,9/11/2014,CPER_003.W.20140911,EURGRO,Euryderus grossus
D10,CPER,CPER_003,S,9/11/2014,CPER_003.S.20140911,EURGRO,Euryderus grossus
D10,CPER,CPER_001,S,9/11/2014,CPER_001.S.20140911,HARCAL,Harpalus caliginosus
D10,CPER,CPER_002,W,9/11/2014,CPER_002.W.20140911,CICPUN,Cicindela punctulata
D10,CPER,CPER_002,W,9/11/2014,CPER_002.20140911.C,CRADUB,Cratacanthus dubius
D10,CPER,CPER_009,W,9/11/2014,CPER_009.20140911.C,CRADUB,Cratacanthus dubius
D10,CPER,CPER_005,N,9/11/2014,CPER_005.N.20140911,CYMINT,Cymindis interior
D10,CPER,CPER_005,N,9/11/2014,CPER_005.N.20140911,PASELO,Pasimachus elongatus
D10,CPER,CPER_006,N,9/11/2014,CPER_006.N.20140911,HARCAL,Harpalus caliginosus
D10,STER,STER_035,W,6/24/2014,STER_035.W.20140624,POESCI,Poecilus scitulus
D10,STER,STER_035,E,6/24/2014,STER_035.E.20140624,AMACAR,Amara carinata
D10,STER,STER_035,S,6/24/2014,STER_035.S.20140624,PASELO,Pasimachus elongatus
D10,STER,STER_035,S,6/24/2014,STER_035.S.20140624,AMACAR,Amara carinata
D10,STER,STER_034,W,6/24/2014,STER_034.W.20140624,AMACAR,Amara carinata
D10,STER,STER_034,N,6/24/2014,STER_034.N.20140624,AMACAR,Amara carinata
D10,STER,STER_034,S,6/24/2014,STER_034.S.20140624,PASELO,Pasimachus elongatus
D10,STER,STER_034,E,6/24/2014,STER_034.E.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_033,E,6/24/2014,STER_033.E.20140624,PASELO,Pasimachus elongatus
D10,STER,STER_033,S,6/24/2014,STER_033.S.20140624,CHLTOM,Chlaenius tomentosus
D10,STER,STER_033,E,6/24/2014,STER_033.E.20140624,ANIRUS,Anisodactylus rusticus
D10,STER,STER_033,N,6/24/2014,STER_033.N.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_033,S,6/24/2014,STER_033.S.20140624,AMACAR,Amara carinata
D10,STER,STER_033,W,6/24/2014,STER_033.W.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_033,E,6/24/2014,STER_033.E.20140624,AMACAR,Amara carinata
D10,STER,STER_033,W,6/24/2014,STER_033.W.20140624,CRADUB,Cratacanthus dubius
D10,STER,STER_033,N,6/24/2014,STER_033.N.20140624,CALAFF1,Calosoma affine
D10,STER,STER_033,E,6/24/2014,STER_033.E.20140624,HARCAL,Harpalus caliginosus
D10,STER,STER_033,N,6/24/2014,STER_033.N.20140624,AMACAR,Amara carinata
D10,STER,STER_033,W,6/24/2014,STER_033.W.20140624,AMACAR,Amara carinata
D10,STER,STER_033,N,6/24/2014,STER_033.N.20140624,PASELO,Pasimachus elongatus
D10,STER,STER_031,N,6/24/2014,STER_031.N.20140624,HARCAL,Harpalus caliginosus
D10,STER,STER_031,W,6/24/2014,STER_031.W.20140624,POESCI,Poecilus scitulus
D10,STER,STER_031,W,6/24/2014,STER_031.W.20140624,AMACAR,Amara carinata
D10,STER,STER_032,N,6/24/2014,STER_032.N.20140624,AMACAR,Amara carinata
D10,STER,STER_032,E,6/24/2014,STER_032.E.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_032,W,6/24/2014,STER_032.W.20140624,AMACAR,Amara carinata
D10,STER,STER_032,N,6/24/2014,STER_032.N.20140624,CICPUN1,Cicindela punctulata punctulata
D10,STER,STER_032,E,6/24/2014,STER_032.E.20140624,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_032,W,6/24/2014,STER_032.W.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_032,W,6/24/2014,STER_032.W.20140624,CRADUB,Cratacanthus dubius
D10,STER,STER_032,S,6/24/2014,STER_032.S.20140624,AMACAR,Amara carinata
D10,STER,STER_032,W,6/24/2014,STER_032.W.20140624,ANIRUS,Anisodactylus rusticus
D10,STER,STER_032,N,6/24/2014,STER_032.N.20140624,AMAOBE,Amara obesa
D10,STER,STER_032,N,6/24/2014,STER_032.N.20140624,PASELO,Pasimachus elongatus
D10,STER,STER_032,W,6/24/2014,STER_032.W.20140624,PASELO,Pasimachus elongatus
D10,STER,STER_029,E,6/24/2014,STER_029.E.20140624,CALAFF1,Calosoma affine
D10,STER,STER_029,E,6/24/2014,STER_029.E.20140624,AMACAR,Amara carinata
D10,STER,STER_029,E,6/24/2014,STER_029.E.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_029,N,6/24/2014,STER_029.N.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_029,S,6/24/2014,STER_029.S.20140624,ANIRUS,Anisodactylus rusticus
D10,STER,STER_029,E,6/24/2014,STER_029.E.20140624,ANIRUS,Anisodactylus rusticus
D10,STER,STER_029,N,6/24/2014,STER_029.N.20140624,AMACAR,Amara carinata
D10,STER,STER_029,S,6/24/2014,STER_029.S.20140624,AMAOBE,Amara obesa
D10,STER,STER_029,W,6/24/2014,STER_029.W.20140624,AMACAR,Amara carinata
D10,STER,STER_029,S,6/24/2014,STER_029.S.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_029,W,6/24/2014,STER_029.W.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_029,S,6/24/2014,STER_029.S.20140624,AMACAR,Amara carinata
D10,STER,STER_029,N,6/24/2014,STER_029.N.20140624,ANIRUS,Anisodactylus rusticus
D10,STER,STER_029,N,6/24/2014,STER_029.N.20140624,CRADUB,Cratacanthus dubius
D10,STER,STER_029,N,6/24/2014,STER_029.N.20140624,PASELO,Pasimachus elongatus
D10,STER,STER_028,N,6/24/2014,STER_028.N.20140624,PASELO,Pasimachus elongatus
D10,STER,STER_028,W,6/24/2014,STER_028.W.20140624,CRADUB,Cratacanthus dubius
D10,STER,STER_028,S,6/24/2014,STER_028.S.20140624,AMACAR,Amara carinata
D10,STER,STER_027,W,6/24/2014,STER_027.W.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_027,N,6/24/2014,STER_027.N.20140624,POESCI,Poecilus scitulus
D10,STER,STER_027,N,6/24/2014,STER_027.N.20140624,CRADUB,Cratacanthus dubius
D10,STER,STER_027,E,6/24/2014,STER_027.E.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_027,N,6/24/2014,STER_027.N.20140624,HARAMP,Harpalus amputatus amputatus
D10,STER,STER_027,S,6/24/2014,STER_027.S.20140624,POESCI,Poecilus scitulus
D10,STER,STER_026,W,6/24/2014,STER_026.W.20140624,AMACAR,Amara carinata
D10,STER,STER_006,N,6/24/2014,STER_006.N.20140624,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_035,N,7/8/2014,STER_035.20140708.A,AMACAR,Amara carinata
D10,STER,STER_035,E,7/8/2014,STER_035.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_035,S,7/8/2014,STER_035.20140708.A,AMACAR,Amara carinata
D10,STER,STER_034,E,7/8/2014,STER_034.20140708.A,AMACAR,Amara carinata
D10,STER,STER_034,N,7/8/2014,STER_034.20140708.A,AMACAR,Amara carinata
D10,STER,STER_033,S,7/8/2014,STER_033.S.20140708,HARPEN,Harpalus pensylvanicus
D10,STER,STER_033,S,7/8/2014,STER_033.S.20140708,PASELO,Pasimachus elongatus
D10,STER,STER_033,E,7/8/2014,STER_033.20140708.A,AMACAR,Amara carinata
D10,STER,STER_033,W,7/8/2014,STER_033.W.20140708,PASELO,Pasimachus elongatus
D10,STER,STER_033,S,7/8/2014,STER_033.S.20140708,CRADUB,Cratacanthus dubius
D10,STER,STER_033,S,7/8/2014,STER_033.20140708.A,AMACAR,Amara carinata
D10,STER,STER_033,N,7/8/2014,STER_033.20140708.H,HARPEN,Harpalus pensylvanicus
D10,STER,STER_033,W,7/8/2014,STER_033.W.20140708,CRADUB,Cratacanthus dubius
D10,STER,STER_033,N,7/8/2014,STER_033.20140708.C,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_033,W,7/8/2014,STER_033.20140708.H,HARPEN,Harpalus pensylvanicus
D10,STER,STER_033,W,7/8/2014,STER_033.20140708.A,AMACAR,Amara carinata
D10,STER,STER_033,E,7/8/2014,STER_033.E.20140708,PASELO,Pasimachus elongatus
D10,STER,STER_033,W,7/8/2014,STER_033.W.20140708,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_033,N,7/8/2014,STER_033.20140708.A,AMACAR,Amara carinata
D10,STER,STER_031,E,7/8/2014,STER_031.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_031,N,7/8/2014,STER_031.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_031,S,7/8/2014,STER_031.20140708.A,AMACAR,Amara carinata
D10,STER,STER_032,E,7/8/2014,STER_032.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_032,W,7/8/2014,STER_032.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_032,N,7/8/2014,STER_032.20140708.C,CICPUN,Cicindela punctulata
D10,STER,STER_032,N,7/8/2014,STER_032.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_032,S,7/8/2014,STER_032.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_029,E,7/8/2014,STER_029.20140708.C,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_029,N,7/8/2014,STER_029.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_029,W,7/8/2014,STER_029.20140708.A,AMACAR,Amara carinata
D10,STER,STER_029,N,7/8/2014,STER_029.20140708.A,AMACAR,Amara carinata
D10,STER,STER_029,E,7/8/2014,STER_029.20140708.A,AMACAR,Amara carinata
D10,STER,STER_029,S,7/8/2014,STER_029.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_029,E,7/8/2014,STER_029.20140708.H,HARPEN,Harpalus pensylvanicus
D10,STER,STER_029,N,7/8/2014,STER_029.20140708.C,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_029,S,7/8/2014,STER_029.20140708.A,AMACAR,Amara carinata
D10,STER,STER_029,N,7/8/2014,STER_029.20140708.P,PASELO,Pasimachus elongatus
D10,STER,STER_028,S,7/8/2014,STER_028.S.20140708,CRADUB,Cratacanthus dubius
D10,STER,STER_028,S,7/8/2014,STER_028.20140708.P,PASELO,Pasimachus elongatus
D10,STER,STER_028,W,7/8/2014,STER_028.W.20140708,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_028,W,7/8/2014,STER_028.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_027,W,7/8/2014,STER_027.20140708.A,AMACAR,Amara carinata
D10,STER,STER_027,E,7/8/2014,STER_027.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_027,N,7/8/2014,STER_027.20140708.H,HARCAL,Harpalus caliginosus
D10,STER,STER_027,N,7/8/2014,STER_027.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_027,S,7/8/2014,STER_027.S.20140708,CICPUN,Cicindela punctulata
D10,STER,STER_026,W,7/8/2014,STER_026.W.20140708,PASELO,Pasimachus elongatus
D10,STER,STER_026,E,7/8/2014,STER_026.20140708.P,PASELO,Pasimachus elongatus
D10,STER,STER_026,S,7/8/2014,STER_026.S.20140708,CALAFF1,Calosoma affine
D10,STER,STER_026,S,7/8/2014,STER_026.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_026,W,7/8/2014,STER_026.20140708.c,D10.2014.MorphJ,
D10,STER,STER_026,S,7/8/2014,STER_026.S.20140708,HARCAL,Harpalus caliginosus
D10,STER,STER_026,N,7/8/2014,STER_026.20140708.H,HARCAL,Harpalus caliginosus
D10,STER,STER_026,S,7/8/2014,STER_026.20140708.P,PASELO,Pasimachus elongatus
D10,STER,STER_026,W,7/8/2014,STER_026.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_006,S,7/8/2014,STER_006.20140708.C,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_006,E,7/8/2014,STER_006.20140708.C,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_006,S,7/8/2014,STER_006.20140708.C,CRADUB,Cratacanthus dubius
D10,STER,STER_006,E,7/22/2014,STER_006.E.20140722,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_035,E,7/22/2014,STER_035.E.20140722,CHLTOM,Chlaenius tomentosus
D10,STER,STER_035,S,7/22/2014,STER_035.20140722.A,AMACAR,Amara carinata
D10,STER,STER_035,S,7/22/2014,STER_035.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_035,W,7/22/2014,STER_035.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_035,E,7/22/2014,STER_035.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_035,S,7/22/2014,STER_035.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_035,N,7/22/2014,STER_035.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_035,N,7/22/2014,STER_035.N.20140722,HARCAL,Harpalus caliginosus
D10,STER,STER_035,E,7/22/2014,STER_035.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_034,W,7/22/2014,STER_034.W.20140722,PASELO,Pasimachus elongatus
D10,STER,STER_034,S,7/22/2014,STER_034.S.20140722,HARCAL,Harpalus caliginosus
D10,STER,STER_034,S,7/22/2014,STER_034.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_034,W,7/22/2014,STER_034.W.20140722,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_034,W,7/22/2014,STER_034.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_034,S,7/22/2014,STER_034.20140722.A,AMACAR,Amara carinata
D10,STER,STER_034,W,7/22/2014,STER_034.W.20140722,HARCAL,Harpalus caliginosus
D10,STER,STER_034,W,7/22/2014,STER_034.W.20140722,HARPEN,Harpalus pensylvanicus
D10,STER,STER_034,S,7/22/2014,STER_034.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_034,N,7/22/2014,STER_034.N.20140722,HARPEN,Harpalus pensylvanicus
D10,STER,STER_034,E,7/22/2014,STER_034.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_033,W,7/22/2014,STER_033.20140722.A,AMACAR,Amara carinata
D10,STER,STER_033,W,7/22/2014,STER_033.20140722.C,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_033,E,7/22/2014,STER_033.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_033,N,7/22/2014,STER_033.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_033,E,7/22/2014,STER_033.E.20140722,EURGRO,Euryderus grossus
D10,STER,STER_033,N,7/22/2014,STER_033.20140722.H,HARCAL,Harpalus caliginosus
D10,STER,STER_033,N,7/22/2014,STER_033.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_033,S,7/22/2014,STER_033.S.20140722,HARCAL,Harpalus caliginosus
D10,STER,STER_033,E,7/22/2014,STER_033.20140722.H,HARCAL,Harpalus caliginosus
D10,STER,STER_033,N,7/22/2014,STER_033.N.20140722,HARPEN,Harpalus pensylvanicus
D10,STER,STER_033,S,7/22/2014,STER_033.20140722.A,AMACAR,Amara carinata
D10,STER,STER_033,W,7/22/2014,STER_033.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_033,N,7/22/2014,STER_033.20140722.A,AMACAR,Amara carinata
D10,STER,STER_033,S,7/22/2014,STER_033.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_033,E,7/22/2014,STER_033.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_033,W,7/22/2014,STER_033.20140722.H,HARCAL,Harpalus caliginosus
D10,STER,STER_033,E,7/22/2014,STER_033.20140722.H,HARPEN,Harpalus pensylvanicus
D10,STER,STER_031,S,7/22/2014,STER_031.20140722.A,AMACAR,Amara carinata
D10,STER,STER_031,E,7/22/2014,STER_031.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_031,W,7/22/2014,STER_031.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_031,W,7/22/2014,STER_031.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_031,N,7/22/2014,STER_031.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_031,W,7/22/2014,STER_031.20140722.A,AMACAR,Amara carinata
D10,STER,STER_031,S,7/22/2014,STER_031.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_032,E,7/22/2014,STER_032.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_032,N,7/22/2014,STER_032.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_032,W,7/22/2014,STER_032.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_032,W,7/22/2014,STER_032.20140722.C,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_032,S,7/22/2014,STER_032.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_032,N,7/22/2014,STER_032.20140722.C,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_029,S,7/22/2014,STER_029.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_029,E,7/22/2014,STER_029.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_029,W,7/22/2014,STER_029.W.20140722,CICPUN,Cicindela punctulata
D10,STER,STER_029,N,7/22/2014,STER_029.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_029,N,7/22/2014,STER_029.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_029,W,7/22/2014,STER_029.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_028,S,7/22/2014,STER_028.S.20140722,PASELO,Pasimachus elongatus
D10,STER,STER_028,W,7/22/2014,STER_028.W.20140722,PASELO,Pasimachus elongatus
D10,STER,STER_028,E,7/22/2014,STER_028.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_028,S,7/22/2014,STER_028.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_028,E,7/22/2014,STER_028.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_028,W,7/22/2014,STER_028.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_028,N,7/22/2014,STER_028.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_028,W,7/22/2014,STER_028.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_028,E,7/22/2014,STER_028.E.20140722,POESCI,Poecilus scitulus
D10,STER,STER_028,N,7/22/2014,STER_028.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_028,S,7/22/2014,STER_028.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_028,W,7/22/2014,STER_028.W.20140722,PIOSET,Piosoma setosum
D10,STER,STER_027,S,7/22/2014,STER_027.S.20140722,POESCI,Poecilus scitulus
D10,STER,STER_027,E,7/22/2014,STER_027.E.20140722,CICPUN,Cicindela punctulata
D10,STER,STER_027,S,7/22/2014,STER_027.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_027,E,7/22/2014,STER_027.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_027,W,7/22/2014,STER_027.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_027,N,7/22/2014,STER_027.N.20140722,CICPUN,Cicindela punctulata
D10,STER,STER_027,E,7/22/2014,STER_027.20140722.A,AMACAR,Amara carinata
D10,STER,STER_026,E,7/22/2014,STER_026.E.20140722,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_026,N,7/22/2014,STER_026.N.20140722,CALAFF1,Calosoma affine
D10,STER,STER_026,W,7/22/2014,STER_026.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_026,S,7/22/2014,STER_026.S.20140722,HARCAL,Harpalus caliginosus
D10,STER,STER_026,E,7/22/2014,STER_026.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_026,E,7/22/2014,STER_026.E.20140722,PASELO,Pasimachus elongatus
D10,STER,STER_026,W,7/22/2014,STER_026.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_006,W,7/22/2014,STER_006.W.20140722,PASELO,Pasimachus elongatus
D10,STER,STER_006,E,7/22/2014,STER_006.E.20140722,POESCI,Poecilus scitulus
D10,STER,STER_006,S,7/22/2014,STER_006.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_006,S,7/22/2014,STER_006.S.20140722,PASELO,Pasimachus elongatus
D10,STER,STER_006,E,7/22/2014,STER_006.20140722.C,CICPUN,Cicindela punctulata
D10,STER,STER_006,N,7/22/2014,STER_006.20140722.C,CRADUB,Cratacanthus dubius
D10,STER,STER_006,E,7/22/2014,STER_006.E.20140722,PASELO,Pasimachus elongatus
D10,STER,STER_006,W,8/5/2014,STER_006.20140805.C,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_035,N,8/5/2014,STER_035.20140805.C,CRADUB,Cratacanthus dubius
D10,STER,STER_035,E,8/5/2014,STER_035.20140805.C,CICPUN,Cicindela punctulata
D10,STER,STER_035,S,8/5/2014,STER_035.S.20140805,EURGRO,Euryderus grossus
D10,STER,STER_035,E,8/5/2014,STER_035.E.20140805,EURGRO,Euryderus grossus
D10,STER,STER_035,S,8/5/2014,STER_035.20140805.C,CRADUB,Cratacanthus dubius
D10,STER,STER_035,N,8/5/2014,STER_035.20140805.C,CICPUN,Cicindela punctulata
D10,STER,STER_035,E,8/5/2014,STER_035.20140805.C,CRADUB,Cratacanthus dubius
D10,STER,STER_035,W,8/5/2014,STER_035.20140805.C,CRADUB,Cratacanthus dubius
D10,STER,STER_034,W,8/5/2014,STER_034.W.20140805,AMACAR,Amara carinata
D10,STER,STER_034,S,8/5/2014,STER_034.20140805.C,CICPUN,Cicindela punctulata
D10,STER,STER_034,W,8/5/2014,STER_034.W.20140805,CYCTOR,Cyclotrachelus torvus
D10,STER,STER_034,W,8/5/2014,STER_034.W.20140805,PASELO,Pasimachus elongatus
D10,STER,STER_034,E,8/5/2014,STER_034.E.20140805,PASELO,Pasimachus elongatus
D10,STER,STER_034,W,8/5/2014,STER_034.W.20140805,HARPEN,Harpalus pensylvanicus
D10,STER,STER_034,W,8/5/2014,STER_034.W.20140805,HARCAL,Harpalus caliginosus
D10,STER,STER_033,W,8/5/2014,STER_033.20140805.A,ANIRUS,Anisodactylus rusticus
D10,STER,STER_033,N,8/5/2014,STER_033.20140805.C,CICPUN,Cicindela punctulata
D10,STER,STER_033,E,8/5/2014,STER_033.E.20140805,HARCAL,Harpalus caliginosus
D10,STER,STER_033,S,8/5/2014,STER_033.20140805.H,HARREV,Harpalus reversus
D10,STER,STER_033,N,8/5/2014,STER_033.20140805.H,HARREV,Harpalus reversus
D10,STER,STER_033,W,8/5/2014,STER_033.20140805.H,HARREV,Harpalus reversus
D10,STER,STER_033,N,8/5/2014,STER_033.20140805.C,CRADUB,Cratacanthus dubius
D10,STER,STER_033,S,8/5/2014,STER_033.S.20140805,EURGRO,Euryderus grossus
D10,STER,STER_033,E,8/5/2014,STER_033.20140805.C,CICPUN,Cicindela punctulata
D10,STER,STER_033,W,8/5/2014,STER_033.20140805.C,CRADUB,Cratacanthus dubius
D10,STER,STER_033,S,8/5/2014,STER_033.20140805.C,CRADUB,Cratacanthus dubius
D10,STER,STER_033,S,8/5/2014,STER_033.S.20140805,PASELO,Pasimachus elongatus
D10,STER,STER_033,E,8/5/2014,STER_033.20140805.A,AMACAR,Amara carinata
D10,STER,STER_033,W,8/5/2014,STER_033.20140805.C,CICPUN,Cicindela punctulata
D10,STER,STER_033,S,8/5/2014,STER_033.20140805.C,CICPUN,Cicindela punctulata
D10,STER,STER_033,W,8/5/2014,STER_033.W.20140805,HARCAL,Harpalus caliginosus
D10,STER,STER_033,W,8/5/2014,STER_033.20140805.A,AMACAR,Amara carinata
D10,STER,STER_033,N,8/5/2014,STER_033.N.20140805,HARCAL,Harpalus caliginosus
D10,STER,STER_033,S,8/5/2014,STER_033.S.20140805,HARCAL,Harpalus caliginosus
D10,STER,STER_033,E,8/5/2014,STER_033.20140805.C,CRADUB,Cratacanthus dubius
D10,STER,STER_033,E,8/5/2014,STER_033.E.20140805,PASELO,Pasimachus elongatus
