domainID,siteID,plotID,trapID,collectDate,processingDate,identifiedDate,sampleID,individualID,specimenSource,taxonID,scientificName,taxonRank,identificationQualifier,scientificNameAuthorship,morphospeciesID,identificationReferences,identifiedBy,recordedBy,remarks,duplicateIndividualIDQF,individualCount,sampleType
D02,SCBI,SCBI_010,N,7/8/2014,10/16/2014,10/16/2014,SCBI_010.N.20140708.OC.01,NEON.BET.D02.001047,vial of pooled individuals,CARGOR,Carabus goryi,species,,Dejean,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_010,N,7/8/2014,10/7/2014,10/7/2014,SCBI_010.N.20140708.OC.01,NEON.BET.D02.000509,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_010,W,7/8/2014,10/3/2014,10/3/2014,SCBI_010.W.20140708.CHLEMA.01,NEON.BET.D02.000230,vial of pooled individuals,CHLEMA,Chlaenius emarginatus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,common carabid
D02,SCBI,SCBI_010,S,7/8/2014,10/28/2014,10/28/2014,SCBI_010.S.20140708.OC.01,NEON.BET.D02.001112,vial of pooled individuals,HARPRO2,Harpalus providens,species,,Casey,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_010,N,7/8/2014,10/28/2014,10/28/2014,SCBI_010.N.20140708.OC.01,NEON.BET.D02.001164,vial of pooled individuals,,,,cf. genus,,D02.2014.MorphA,"Ciegler, J. C.. 2000. Ground beetles and wrinkled bark beetles of South Carolina (Coleoptera: Geadephaga: Carabidae and Rhysodidae). Biota of South Carolina. Vol. 1. Clemson University, Clemson, S.C. 149 pp.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,Is in the Brachinus genus but not sure about the species,0,1,other carabid
D02,SCBI,SCBI_010,N,7/8/2014,10/28/2014,10/28/2014,SCBI_010.N.20140708.OC.01,NEON.BET.D02.001163,vial of pooled individuals,,,,cf. genus,,D02.2014.MorphA,"Ciegler, J. C.. 2000. Ground beetles and wrinkled bark beetles of South Carolina (Coleoptera: Geadephaga: Carabidae and Rhysodidae). Biota of South Carolina. Vol. 1. Clemson University, Clemson, S.C. 149 pp.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,Is in the Brachinus genus but not sure about species,0,1,other carabid
D02,SCBI,SCBI_008,N,7/8/2014,10/7/2014,10/7/2014,SCBI_008.N.20140708.OC.01,NEON.BET.D02.000623,vial of pooled individuals,GALBIC,Galerita bicolor,species,,Drury,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_008,N,7/8/2014,10/7/2014,10/7/2014,SCBI_008.N.20140708.OC.01,NEON.BET.D02.000622,vial of pooled individuals,GALBIC,Galerita bicolor,species,,Drury,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_008,N,7/8/2014,10/7/2014,10/7/2014,SCBI_008.N.20140708.OC.01,NEON.BET.D02.000658,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_008,E,7/8/2014,10/28/2014,10/28/2014,SCBI_008.E.20140708.OC.01,NEON.BET.D02.001134,vial of pooled individuals,ANINIG1,Anisodactylus nigerrimus,species,,Dejean,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_007,N,7/8/2014,10/3/2014,10/3/2014,SCBI_007.N.20140708.CHLEMA.01,NEON.BET.D02.000223,vial of pooled individuals,CHLEMA,Chlaenius emarginatus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,common carabid
D02,SCBI,SCBI_007,N,7/8/2014,10/3/2014,10/3/2014,SCBI_007.N.20140708.CHLEMA.01,NEON.BET.D02.000224,vial of pooled individuals,CHLEMA,Chlaenius emarginatus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,common carabid
D02,SCBI,SCBI_007,N,7/8/2014,10/3/2014,10/3/2014,SCBI_007.N.20140708.CHLEMA.01,NEON.BET.D02.000225,vial of pooled individuals,CHLEMA,Chlaenius emarginatus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,common carabid
D02,SCBI,SCBI_003,W,7/8/2014,10/7/2014,10/7/2014,SCBI_003.W.20140708.OC.01,NEON.BET.D02.000595,vial of pooled individuals,GALBIC,Galerita bicolor,species,,Drury,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_003,W,7/8/2014,10/14/2014,10/14/2014,SCBI_003.W.20140708.OC.01,NEON.BET.D02.000862,vial of pooled individuals,CYCSIG,Cyclotrachelus sigillatus,species,,Say,,Bousquet,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_003,W,7/8/2014,10/14/2014,10/14/2014,SCBI_003.W.20140708.OC.01,NEON.BET.D02.000861,vial of pooled individuals,CYCSIG,Cyclotrachelus sigillatus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_003,E,7/8/2014,10/14/2014,10/14/2014,SCBI_003.E.20140708.OC.01,NEON.BET.D02.000860,vial of pooled individuals,CYCSIG,Cyclotrachelus sigillatus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_003,E,7/8/2014,10/7/2014,10/7/2014,SCBI_003.E.20140708.OC.01,NEON.BET.D02.000508,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_006,E,7/8/2014,10/7/2014,10/7/2014,SCBI_006.E.20140708.OC.01,NEON.BET.D02.000634,vial of pooled individuals,DICELO,Dicaelus elongatus,species,,Bonelli,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_006,W,7/8/2014,10/15/2014,10/15/2014,SCBI_006.W.20140708.OC.01,NEON.BET.D02.001035,vial of pooled individuals,CYCINC,Cyclotrachelus incisus,species,,LeConte,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,Cyclotrachelus incisus (cycinc),0,1,other carabid
D02,SCBI,SCBI_006,N,7/8/2014,10/15/2014,10/15/2014,SCBI_006.N.20140708.OC.01,NEON.BET.D02.001034,vial of pooled individuals,CYCINC,Cyclotrachelus incisus,species,,LeConte,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,Cyclotrachelus incisus (cycinc),0,1,other carabid
D02,SCBI,SCBI_006,E,7/8/2014,10/7/2014,10/7/2014,SCBI_006.E.20140708.OC.01,NEON.BET.D02.000575,vial of pooled individuals,POELUC,Poecilus lucublandus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_006,S,7/8/2014,10/17/2014,10/17/2014,SCBI_006.S.20140708.OC.01,NEON.BET.D02.001087,vial of pooled individuals,TRIFUL,Trichotichnus fulgens,species,,Csiki,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_006,W,7/8/2014,10/17/2014,10/17/2014,SCBI_006.W.20140708.OC.01,NEON.BET.D02.001079,vial of pooled individuals,AGOTHO1,Agonoleptus thoracicus,species,,Casey,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_006,N,7/8/2014,10/7/2014,10/7/2014,SCBI_006.N.20140708.OC.01,NEON.BET.D02.000574,vial of pooled individuals,POELUC,Poecilus lucublandus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_006,S,7/8/2014,10/28/2014,10/28/2014,SCBI_006.S.20140708.OC.01,NEON.BET.D02.001145,vial of pooled individuals,ANIRUS,Anisodactylus rusticus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_006,W,7/8/2014,10/28/2014,10/28/2014,SCBI_006.W.20140708.OC.01,NEON.BET.D02.001119,vial of pooled individuals,HARRUB,Harpalus rubripes,species,,Duftschmid,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,Harpalus rubripes (harrub),0,1,other carabid
D02,SCBI,SCBI_002,S,7/8/2014,10/28/2014,10/28/2014,SCBI_002.S.20140708.OC.01,NEON.BET.D02.001157,vial of pooled individuals,CHLNEM,Chlaenius nemoralis,species,,Say,,"Ciegler, J. C.. 2000. Ground beetles and wrinkled bark beetles of South Carolina (Coleoptera: Geadephaga: Carabidae and Rhysodidae). Biota of South Carolina. Vol. 1. Clemson University, Clemson, S.C. 149 pp.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,W,7/8/2014,10/28/2014,10/28/2014,SCBI_002.W.20140708.OC.01,NEON.BET.D02.001158,vial of pooled individuals,CHLAMO,Chlaenius amoenus,species,,Dejean,,"Ciegler, J. C.. 2000. Ground beetles and wrinkled bark beetles of South Carolina (Coleoptera: Geadephaga: Carabidae and Rhysodidae). Biota of South Carolina. Vol. 1. Clemson University, Clemson, S.C. 149 pp.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/28/2014,10/28/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.001131,vial of pooled individuals,ANINIG1,Anisodactylus nigerrimus,species,,Dejean,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/28/2014,10/28/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.001130,vial of pooled individuals,ANINIG1,Anisodactylus nigerrimus,species,,Dejean,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/28/2014,10/28/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.001129,vial of pooled individuals,ANINIG1,Anisodactylus nigerrimus,species,,Dejean,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,W,7/8/2014,10/6/2014,10/6/2014,SCBI_002.W.20140708.OC.01,NEON.BET.D02.000246,vial of pooled individuals,PTECOR1,Pterostichus coracinus,species,,Newman,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,W,7/8/2014,10/6/2014,10/6/2014,SCBI_002.W.20140708.OC.01,NEON.BET.D02.000245,vial of pooled individuals,PTECOR1,Pterostichus coracinus,species,,Newman,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/6/2014,10/6/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.000243,vial of pooled individuals,PTECOR1,Pterostichus coracinus,species,,Newman,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,W,7/8/2014,10/6/2014,10/6/2014,SCBI_002.W.20140708.OC.01,NEON.BET.D02.000244,vial of pooled individuals,PTECOR1,Pterostichus coracinus,species,,Newman,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,W,7/8/2014,10/3/2014,10/3/2014,SCBI_002.W.20140708.CHLEMA.01,NEON.BET.D02.000228,vial of pooled individuals,CHLEMA,Chlaenius emarginatus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,common carabid
D02,SCBI,SCBI_002,E,7/8/2014,10/3/2014,10/3/2014,SCBI_002.E.20140708.CHLEMA.01,NEON.BET.D02.000227,vial of pooled individuals,CHLEMA,Chlaenius emarginatus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,common carabid
D02,SCBI,SCBI_002,S,7/8/2014,10/14/2014,10/14/2014,SCBI_002.S.20140708.OC.01,NEON.BET.D02.000812,vial of pooled individuals,CYCSIG,Cyclotrachelus sigillatus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/14/2014,10/14/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.000811,vial of pooled individuals,CYCSIG,Cyclotrachelus sigillatus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/7/2014,10/7/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.000543,vial of pooled individuals,POELUC,Poecilus lucublandus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/7/2014,10/7/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.000542,vial of pooled individuals,POELUC,Poecilus lucublandus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/7/2014,10/7/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.000545,vial of pooled individuals,POELUC,Poecilus lucublandus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/7/2014,10/7/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.000544,vial of pooled individuals,POELUC,Poecilus lucublandus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,W,7/8/2014,10/7/2014,10/7/2014,SCBI_002.W.20140708.OC.01,NEON.BET.D02.000547,vial of pooled individuals,POELUC,Poecilus lucublandus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,W,7/8/2014,10/7/2014,10/7/2014,SCBI_002.W.20140708.OC.01,NEON.BET.D02.000546,vial of pooled individuals,POELUC,Poecilus lucublandus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/7/2014,10/7/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.000541,vial of pooled individuals,POELUC,Poecilus lucublandus,species,,Say,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,S,7/8/2014,10/17/2014,10/17/2014,SCBI_002.S.20140708.OC.01,NEON.BET.D02.001077,vial of pooled individuals,AGOTHO1,Agonoleptus thoracicus,species,,Casey,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/17/2014,10/17/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.001083,vial of pooled individuals,TRIFUL,Trichotichnus fulgens,species,,Csiki,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,N,7/8/2014,10/7/2014,10/7/2014,SCBI_002.N.20140708.OC.01,NEON.BET.D02.000588,vial of pooled individuals,GALBIC,Galerita bicolor,species,,Drury,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
D02,SCBI,SCBI_002,S,7/8/2014,10/7/2014,10/7/2014,SCBI_002.S.20140708.OC.01,NEON.BET.D02.000589,vial of pooled individuals,GALBIC,Galerita bicolor,species,,Drury,,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0,1,other carabid
