uid,domainID,siteID,plotID,trapID,collectDate,processingDate,identifiedDate,sampleID,individualID,specimenSource,taxonID,scientificName,taxonRank,identificationQualifier,scientificNameAuthorship,morphospeciesID,identificationReferences,identifiedBy,recordedBy,remarks,duplicateIndividualIDQF
A422E28B3D5F46678669676E86C4E79F,D01,BART,BART_066,S,7/24/2014,7/25/2014,9/29/2014,BART_066.S.20140724.oc,NEON.BET.D01.000489,vial of pooled individuals,SCASP11,Scaphinotus sp.,genus,,Dejean,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,"Specimen identified as Scaphinotus viduus, which is not available in the lookup table.",0
D4AB840F855E47BB93F7FEEF21FD81E4,D01,BART,BART_066,W,7/24/2014,7/25/2014,10/9/2014,BART_066.W.20140724.oc,NEON.BET.D01.001456,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
015546499142401AABFF0A433316DEDE,D01,BART,BART_066,E,7/24/2014,7/25/2014,9/29/2014,BART_066.E.20140724.oc,NEON.BET.D01.000501,vial of pooled individuals,NOTAEN,Notiophilus aeneus,species,,Herbst,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
AE9FBCD668FC4515BDAC98D68D6B3EBF,D01,BART,BART_066,W,7/24/2014,7/25/2014,10/8/2014,BART_066.W.20140724.oc,NEON.BET.D01.001115,vial of pooled individuals,PTECOR1,Pterostichus coracinus,species,,Newman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
ADF8AC1FA2C244E892D336607D209EA3,D01,BART,BART_028,N,7/24/2014,7/25/2014,10/3/2014,BART_028.N.20140724.oc,NEON.BET.D01.000922,vial of pooled individuals,,,,,,D01.2014.MorphN,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,appears to be a Pterostichus species.,0
1B668AE2D07441C984991D4E1491775A,D01,BART,BART_028,S,7/24/2014,7/25/2014,9/29/2014,BART_028.S.20140724.oc,NEON.BET.D01.000471,vial of pooled individuals,SPHCAN1,Sphaeroderus canadensis canadensis,subspecies,,Chaudoir,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
021C273A9CC24676B9F19043F4BB6A5C,D01,BART,BART_028,E,7/24/2014,7/25/2014,10/9/2014,BART_028.E.20140724.oc,NEON.BET.D01.001342,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,1
FCF8CBCFB5454C2F8DEB85B98AEEDBE9,D01,BART,BART_028,W,7/24/2014,7/25/2014,10/14/2014,BART_028.W.20140724.oc,NEON.BET.D01.001537,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
985B1E48A80A4057AEBF45A68E21F7DD,D01,BART,BART_028,S,7/24/2014,7/25/2014,10/14/2014,BART_028.S.20140724.oc,NEON.BET.D01.001542,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
B18C2100EC6F4784B4D81EDB4DE2CB5B,D01,BART,BART_028,W,7/24/2014,7/25/2014,10/14/2014,BART_028.W.20140724.oc,NEON.BET.D01.001571,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
8B0BEB0A04EB4F81B26C3025461B1A2B,D01,BART,BART_028,N,7/24/2014,7/25/2014,10/9/2014,BART_028.N.20140724.oc,NEON.BET.D01.001373,vial of pooled individuals,CYMNEG,Cymindis neglecta,species,,Haldeman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
D45D93A091F041B2BBDA37D77385C4A8,D01,BART,BART_028,W,7/24/2014,7/25/2014,10/7/2014,BART_028.W.20140724.oc,NEON.BET.D01.000775,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
2E820AC08CE94F449A1D8E090D74C041,D01,BART,BART_028,S,7/24/2014,7/25/2014,10/9/2014,BART_028.S.20140724.oc,NEON.BET.D01.001302,vial of pooled individuals,CYMNEG,Cymindis neglecta,species,,Haldeman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
4C7EC0C3F3404EED8721382BA179C505,D01,BART,BART_028,N,7/24/2014,7/25/2014,10/14/2014,BART_028.N.20140724.oc,NEON.BET.D01.001519,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
AB75F494B040444DB0DC92A8DB4AB4FE,D01,BART,BART_028,S,7/24/2014,7/25/2014,10/14/2014,BART_028.S.20140724.oc,NEON.BET.D01.001528,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
25FAB60A62144CC7A777353F23CFC003,D01,BART,BART_025,S,7/24/2014,7/25/2014,9/29/2014,BART_025.S.20140724.oc,NEON.BET.D01.000476,vial of pooled individuals,SPHCAN1,Sphaeroderus canadensis canadensis,subspecies,,Chaudoir,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
5A4269AE8E9F4732A3D0E630F987661A,D01,BART,BART_025,N,7/24/2014,7/25/2014,10/9/2014,BART_025.N.20140724.oc,NEON.BET.D01.001218,vial of pooled individuals,CYMNEG,Cymindis neglecta,species,,Haldeman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
403ABF7B674D486C999679F4E2567941,D01,BART,BART_025,W,7/24/2014,7/25/2014,10/9/2014,BART_025.W.20140724.oc,NEON.BET.D01.001554,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
080950F09399423182B9ECDD5F6CA5D5,D01,BART,BART_025,N,7/24/2014,7/25/2014,10/3/2014,BART_025.N.20140724.oc,NEON.BET.D01.000849,vial of pooled individuals,PTEROS,Pterostichus rostratus,species,,Newman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
5779B7A1B961480B93A8B4519906B5C1,D01,BART,BART_025,N,7/24/2014,7/25/2014,10/9/2014,BART_025.N.20140724.oc,NEON.BET.D01.001226,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
46995C10BD6E47FFB5127B9FB22CAEA9,D01,BART,BART_025,S,7/24/2014,7/25/2014,9/29/2014,BART_025.S.20140724.oc,NEON.BET.D01.000458,vial of pooled individuals,SPHCAN1,Sphaeroderus canadensis canadensis,subspecies,,Chaudoir,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,XBWa+3GMw2VPDBGMEaTC+eMrNADD06Q4,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
44100D0674DA47FAB7D1D98E3375B3D0,D01,BART,BART_025,S,7/24/2014,7/25/2014,9/29/2014,BART_025.S.20140724.oc,NEON.BET.D01.000459,vial of pooled individuals,SPHCAN1,Sphaeroderus canadensis canadensis,subspecies,,Chaudoir,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,XBWa+3GMw2VPDBGMEaTC+eMrNADD06Q4,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
C68078B987814551A14F0F241F3767ED,D01,BART,BART_025,S,7/24/2014,7/25/2014,10/9/2014,BART_025.S.20140724.oc,NEON.BET.D01.001584,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
82A7C9C5A3BC494EA84B7F45E84741B1,D01,BART,BART_025,E,7/24/2014,7/25/2014,10/9/2014,BART_025.E.20140724.oc,NEON.BET.D01.001477,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
FF2525132B694EF6860196025A4D1D9F,D01,BART,BART_025,N,7/24/2014,7/25/2014,10/9/2014,BART_025.N.20140724.oc,NEON.BET.D01.001309,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
75C168A1850C4EBB94241F79618E89C8,D01,BART,BART_025,E,7/24/2014,7/25/2014,9/29/2014,BART_025.E.20140724.oc,NEON.BET.D01.000488,vial of pooled individuals,SCASP11,Scaphinotus sp.,genus,,Dejean,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,"Specimen identified as Scaphinotus viduus, which is not available in the lookup table",0
42B2300C3AB04A6BB02D056CCB032097,D01,BART,BART_025,S,7/24/2014,7/25/2014,10/9/2014,BART_025.S.20140724.oc,NEON.BET.D01.001323,vial of pooled individuals,CYMNEG,Cymindis neglecta,species,,Haldeman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
ACAB0728DC144174920758B37B52BA16,D01,BART,BART_025,E,7/24/2014,7/25/2014,10/9/2014,BART_025.E.20140724.oc,NEON.BET.D01.001329,vial of pooled individuals,CYMNEG,Cymindis neglecta,species,,Haldeman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
CC5D67DE235B45DB9AFF6B9BF6786387,D01,BART,BART_025,E,7/24/2014,7/25/2014,10/1/2014,BART_025.E.20140724.oc,NEON.BET.D01.000620,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
5C86BCF98EAB45BA9BEEF26A88A95356,D01,BART,BART_025,N,7/24/2014,7/25/2014,10/9/2014,BART_025.N.20140724.oc,NEON.BET.D01.001405,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
674A84703443428BB151D987CFE1D25B,D01,BART,BART_025,E,7/24/2014,7/25/2014,10/1/2014,BART_025.E.20140724.oc,NEON.BET.D01.000619,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
91549F91A912464E936E6AE6AA066DC3,D01,BART,BART_025,S,7/24/2014,7/25/2014,10/9/2014,BART_025.S.20140724.oc,NEON.BET.D01.001195,vial of pooled individuals,CYMNEG,Cymindis neglecta,species,,Haldeman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
5453D58EA4FF49969B31249875017985,D01,BART,BART_025,N,7/24/2014,7/25/2014,10/9/2014,BART_025.N.20140724.oc,NEON.BET.D01.001190,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
8618FDC28B13418B8B390E54C3D32131,D01,BART,BART_025,N,7/24/2014,7/25/2014,10/9/2014,BART_025.N.20140724.oc,NEON.BET.D01.001391,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
97060252152246B1A2DD8008F5B37DB9,D01,BART,BART_025,W,7/24/2014,7/25/2014,10/3/2014,BART_025.W.20140724.oc,NEON.BET.D01.000952,vial of pooled individuals,PTEROS,Pterostichus rostratus,species,,Newman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
5AA6BC15B1484656A0D930F293E1AAC3,D01,BART,BART_025,N,7/24/2014,7/25/2014,10/9/2014,BART_025.N.20140724.oc,NEON.BET.D01.001293,vial of pooled individuals,CYMNEG,Cymindis neglecta,species,,Haldeman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
6D522285EA144FFF81ABB1CF64737960,D01,BART,BART_025,N,7/24/2014,7/25/2014,10/3/2014,BART_025.N.20140724.oc,NEON.BET.D01.000873,vial of pooled individuals,PTEROS,Pterostichus rostratus,species,,Newman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
8E86906F684C48C494B5FF8C7BBF3DEC,D01,BART,BART_025,N,7/24/2014,7/25/2014,10/9/2014,BART_025.N.20140724.oc,NEON.BET.D01.001238,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
1019804B7A034F63B9FEA7686C725A9A,D01,BART,BART_018,W,7/24/2014,7/25/2014,10/9/2014,BART_018.W.20140724.oc,NEON.BET.D01.001419,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,2
F727DA3E02B8471A954DE6FC7524AFFF,D01,BART,BART_018,E,7/24/2014,7/25/2014,10/9/2014,BART_018.E.20140724.oc,NEON.BET.D01.001369,vial of pooled individuals,TREAPI,Trechus apicalis,species,cf. genus,Motschulsky,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,"Identified as Tiechus apicalis,  almost certainly should be Trechus apicalis.",0
A9240E8AAE734CAABB4BC56B82F021BC,D01,BART,BART_018,W,7/24/2014,7/25/2014,10/9/2014,BART_018.W.20140724.oc,NEON.BET.D01.001483,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
874E23F075BD428D9EDA0EEB554BD1E6,D01,BART,BART_018,W,7/24/2014,7/25/2014,10/9/2014,BART_018.W.20140724.oc,NEON.BET.D01.001478,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
40684DDC19F940AAAB79172E242B16B3,D01,BART,BART_018,W,7/24/2014,7/25/2014,10/9/2014,BART_018.W.20140724.oc,NEON.BET.D01.001314,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
F9BB98EBBDB74876B6EDC0075DCAE784,D01,BART,BART_018,N,7/24/2014,7/25/2014,10/8/2014,BART_018.N.20140724.oc,NEON.BET.D01.001103,vial of pooled individuals,PTECOR1,Pterostichus coracinus,species,,Newman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
FC6BC00845E146568B5549C203B139A0,D01,BART,BART_018,E,7/24/2014,7/25/2014,10/9/2014,BART_018.E.20140724.oc,NEON.BET.D01.001511,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
34273D543EE74930BCABACC879921AFB,D01,BART,BART_018,E,7/24/2014,7/25/2014,10/9/2014,BART_018.E.20140724.oc,NEON.BET.D01.001515,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
C058F0A9A5FB4F50B42173C16CCE8353,D01,BART,BART_018,N,7/24/2014,7/25/2014,10/8/2014,BART_018.N.20140724.oc,NEON.BET.D01.001134,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
37A360DB6D8F419885910B287642ACD0,D01,BART,BART_018,W,7/24/2014,7/25/2014,10/7/2014,BART_018.W.20140724.oc,NEON.BET.D01.000943,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,,0
5930D143477E4C7EB7A322830CDB1A22,D01,BART,BART_018,N,7/24/2014,7/25/2014,10/9/2014,BART_018.N.20140724.oc,NEON.BET.D01.001390,vial of pooled individuals,CYMNEG,Cymindis neglecta,species,,Haldeman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
767CF8097B51446395C89D9C98CFC80F,D01,BART,BART_018,N,7/24/2014,7/25/2014,10/8/2014,BART_018.N.20140724.oc,NEON.BET.D01.001175,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
F713128F0D3849A19596FC30449A35C0,D01,BART,BART_018,N,7/24/2014,7/25/2014,10/8/2014,BART_018.N.20140724.oc,NEON.BET.D01.001171,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
1A07AD7B2C3F4F5D97DEB8D19DEF4BE3,D01,BART,BART_018,N,7/24/2014,7/25/2014,10/8/2014,BART_018.N.20140724.oc,NEON.BET.D01.001164,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
8B6CC0365DDB48A293FCE0B87C40445A,D01,BART,BART_018,N,7/24/2014,7/25/2014,10/8/2014,BART_018.N.20140724.oc,NEON.BET.D01.001160,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,uM2U8R8JxqBP91IwELwWtcu1tnuXOrWU,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
